"PUBLICATION","SCENARIO","CATEGORY","PRODUCT","FLOW","UNIT","REGION","YEAR","VALUE"
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","World",2010,5218
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","World",2021,5710
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","World",2022,5807
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","World",2030,5007
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","World",2050,3465
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","World",2030,4337
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","World",2050,1530
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","North America",2010,768
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","North America",2021,388
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","North America",2022,371
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","North America",2030,110
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","North America",2050,27
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","North America",2030,71
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","North America",2050,19
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","United States",2010,716
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","United States",2021,363
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","United States",2022,341
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","United States",2030,95
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","United States",2050,16
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","United States",2030,59
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","United States",2050,15
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Central and South America",2010,37
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Central and South America",2021,45
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Central and South America",2022,40
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Central and South America",2030,38
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Central and South America",2050,44
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Central and South America",2030,28
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Central and South America",2050,15
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Brazil",2010,21
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Brazil",2021,24
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Brazil",2022,20
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Brazil",2030,22
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Brazil",2050,27
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Brazil",2030,17
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Brazil",2050,11
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Europe",2010,539
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Europe",2021,362
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Europe",2022,368
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Europe",2030,220
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Europe",2050,163
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Europe",2030,173
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Europe",2050,49
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","European Union",2010,361
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","European Union",2021,238
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","European Union",2022,245
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","European Union",2030,107
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","European Union",2050,50
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","European Union",2030,88
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","European Union",2050,13
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Africa",2010,155
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Africa",2021,147
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Africa",2022,146
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Africa",2030,130
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Africa",2050,110
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Africa",2030,109
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Africa",2050,27
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Middle East",2010,3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Middle East",2021,5
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Middle East",2022,5
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Middle East",2030,8
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Middle East",2050,10
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Middle East",2030,7
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Middle East",2050,5
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Eurasia",2010,203
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Eurasia",2021,237
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Eurasia",2022,246
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Eurasia",2030,197
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Eurasia",2050,166
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Eurasia",2030,187
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Eurasia",2050,123
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Russia",2010,151
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Russia",2021,183
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Russia",2022,191
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Russia",2030,139
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal","Total energy supply","Million tonnes of coal equivalent","Russia",2050,109
